isBought,gender,education,house_val,MinAge,MaxAge,online,customer_psy,marriage,child,occupation,mortgage,house_owner,region,car_prob,fam_income
Yes,Female,High school,175435,46,55,Yes,C,Married,No,Sales/Service,Low,Owner,South,1,6
Yes,Female,Some College,670670,1,100,No,B,Married,Yes,Professional,Low,Renter,South,1,8
Yes,Male,Some College,427748,1,25,Yes,B,Single,Yes,Professional,Medium,Owner,West,1,10
No,Female,Some College,161601,1,25,Yes,C,Single,Yes,Others,Medium,Owner,South,1,5
No,Female,Some College,0,46,55,Yes,E,Married,No,Blue Collar,Low,Owner,South,2,5
Yes,Female,Graduated,257512,36,45,Yes,C,Married,Yes,Professional,Low,Owner,Midwest,1,9
Yes,Female,High school,186989,66,100,No,D,Single,No,Retired,Low,Owner,Northeast,1,3
No,Female,Some College,184280,46,55,No,E,Married,No,Sales/Service,Low,Renter,Midwest,7,6
Yes,Male,Near high school,0,46,55,Yes,E,Married,Yes,Professional,Low,Owner,Midwest,3,6
Yes,Female,Some College,505918,26,35,Yes,B,Married,No,Professional,High,Owner,South,1,12
No,Male,Graduated,276578,36,45,Yes,A,Married,Yes,Professional,Low,Renter,South,1,5
Yes,Female,Bachelor,608874,36,45,Yes,B,Married,Yes,Professional,Medium,Owner,West,1,7
No,Male,Bachelor,0,46,55,Yes,C,Married,Yes,Professional,Low,Owner,Northeast,1,1
Yes,Female,Graduated,161211,1,100,Yes,C,Married,No,Sales/Service,Low,Renter,Midwest,7,2
Yes,Female,Graduated,129165,36,45,Yes,F,Single,Yes,Professional,Low,Owner,Northeast,1,5
No,Female,High school,431694,56,65,Yes,F,Married,No,Blue Collar,Medium,Owner,West,7,5
No,Male,Some College,166900,1,25,Yes,B,Single,No,Sales/Service,Low,Owner,Midwest,3,5
Yes,Female,Some College,209890,1,25,Yes,C,Single,Yes,Professional,Low,Owner,South,2,5
No,Female,High school,0,26,35,Yes,F,Single,No,Blue Collar,Low,Renter,Midwest,7,5
No,Female,Some College,455511,1,25,No,B,Single,Yes,Sales/Service,Low,Owner,Northeast,1,8
No,Male,Some College,0,1,100,Yes,H,Single,No,Sales/Service,Low,Renter,South,3,3
No,Female,Bachelor,113360,66,100,Yes,F,Single,No,Retired,Low,Owner,Northeast,5,4
Yes,Male,Bachelor,215852,26,35,No,F,Single,No,Professional,Low,Owner,South,1,5
No,Male,Near high school,205729,1,100,Yes,E,Single,No,Sales/Service,Low,Owner,South,3,2
No,Male,Near high school,169778,1,100,No,G,Single,No,Blue Collar,Low,Renter,Northeast,3,3
No,Male,Bachelor,878518,66,100,Yes,C,Married,Yes,Professional,High,Owner,West,2,10
No,Female,High school,0,56,65,Yes,I,Single,No,Professional,Low,Owner,South,2,1
Yes,Female,Near high school,348364,46,55,Yes,E,Married,Yes,Sales/Service,High,Owner,Northeast,2,7
Yes,Female,Bachelor,369673,36,45,Yes,C,Single,Yes,Professional,Medium,Owner,South,2,5
Yes,Female,Some College,178106,26,35,Yes,B,Single,No,Professional,Low,Owner,Midwest,2,9
No,Male,Some College,0,26,35,No,G,Single,No,Professional,Low,Renter,Midwest,5,1
Yes,Male,Bachelor,367460,46,55,Yes,B,Married,No,Sales/Service,High,Owner,Midwest,1,10
No,Female,Near high school,154910,26,35,No,B,Married,Yes,Blue Collar,Low,Owner,Northeast,2,7
Yes,Female,Some College,405054,1,100,Yes,B,Married,No,Sales/Service,Low,Owner,South,1,6
No,Male,Near high school,0,1,100,No,G,Single,Yes,Blue Collar,Low,Renter,Midwest,9,1
No,Male,Graduated,140392,1,25,Yes,F,Single,No,Sales/Service,Low,Owner,Midwest,2,5
Yes,Male,High school,0,1,100,Yes,G,Single,Yes,Sales/Service,Low,Renter,Northeast,3,6
No,Female,Some College,459762,46,55,No,G,Single,No,Professional,Low,Renter,Northeast,4,7
No,Female,High school,93940,1,100,No,D,Married,No,Sales/Service,Low,Renter,South,8,6
Yes,Female,Some College,345442,1,25,Yes,E,Single,No,Sales/Service,Medium,Owner,Midwest,8,6
No,Female,Bachelor,319261,1,100,No,A,Single,No,Professional,Low,Renter,Northeast,7,7
No,Female,Some College,113796,1,25,No,G,Single,No,Others,Low,Renter,West,6,1
No,Female,High school,0,56,65,No,G,Single,No,Sales/Service,Low,Renter,South,9,1
Yes,Male,Bachelor,191647,36,45,Yes,A,Single,No,Professional,Low,Renter,West,5,6
Yes,Male,Bachelor,345006,56,65,Yes,B,Married,No,Sales/Service,Low,Owner,South,3,10
Yes,Male,Bachelor,545436,46,55,No,C,Single,Yes,Sales/Service,High,Owner,Northeast,1,9
Yes,Female,High school,0,46,55,Yes,B,Married,No,Professional,Low,Owner,Northeast,5,6
Yes,Female,Some College,591216,46,55,Yes,B,Married,No,Professional,Low,Owner,South,1,8
No,Female,Bachelor,635415,66,100,Yes,B,Married,No,Retired,Low,Owner,West,2,5
Yes,Female,Near high school,0,1,100,Yes,G,Single,Yes,Sales/Service,Low,Renter,Northeast,4,4
Yes,Male,Some College,173310,36,45,Yes,F,Married,No,Sales/Service,Low,Renter,South,8,4
No,Female,Graduated,72150,56,65,No,B,Married,No,Professional,Low,Owner,Midwest,3,9
No,Female,High school,0,1,100,No,G,Single,No,Others,Low,Renter,Midwest,9,1
Yes,Female,High school,259311,1,100,Yes,G,Married,No,Sales/Service,Low,Renter,Northeast,1,5
No,Male,Graduated,379821,66,100,No,D,Married,No,Retired,Low,Owner,West,8,3
Yes,Female,Graduated,0,1,100,No,G,Single,Yes,Professional,Low,Renter,Midwest,9,1
Yes,Male,Graduated,760220,56,65,Yes,B,Married,No,Professional,Medium,Owner,Midwest,1,11
No,Male,High school,0,1,100,No,E,Married,Yes,Blue Collar,Low,Owner,South,8,5
No,Female,Near high school,172481,1,100,No,F,Single,No,Sales/Service,Low,Renter,South,8,2
Yes,Male,Bachelor,217978,66,100,Yes,D,Married,No,Professional,Low,Owner,Midwest,3,7
No,Female,Some College,238383,46,55,Yes,G,Married,Yes,Professional,Low,Renter,South,5,8
No,Male,High school,0,36,45,No,G,Single,No,Blue Collar,Low,Renter,Midwest,5,4
Yes,Female,Graduated,441450,1,100,Yes,C,Married,Yes,Professional,High,Owner,Northeast,1,9
No,Female,High school,86324,66,100,Yes,D,Married,No,Retired,Low,Owner,South,8,1
Yes,Male,Bachelor,401719,46,55,Yes,C,Married,Yes,Professional,High,Owner,Northeast,2,9
No,Male,Some College,842570,46,55,No,G,Single,No,Professional,High,Owner,South,2,4
Yes,Female,Graduated,103550,36,45,Yes,F,Single,No,Professional,Low,Owner,Northeast,1,5
Yes,Female,Bachelor,376050,46,55,Yes,B,Married,Yes,Professional,Low,Owner,Midwest,1,12
No,Female,High school,107299,56,65,Yes,D,Married,No,Sales/Service,Low,Owner,Midwest,4,5
Yes,Female,High school,714146,66,100,Yes,D,Married,No,Sales/Service,High,Owner,West,2,6
No,Male,Near high school,324787,1,25,Yes,I,Single,No,Sales/Service,Low,Owner,Midwest,6,2
Yes,Female,High school,196112,1,100,Yes,I,Married,Yes,Sales/Service,Low,Renter,West,8,6
No,Female,High school,0,46,55,No,E,Married,No,Others,Low,Renter,Northeast,2,1
Yes,Male,Some College,264870,26,35,Yes,C,Married,Yes,Sales/Service,Low,Owner,West,2,12
No,Female,High school,497312,1,100,No,H,Married,No,Sales/Service,Low,Owner,West,3,2
No,Male,High school,96152,1,100,No,F,Single,No,Blue Collar,Low,Renter,South,9,5
Yes,Male,Near high school,369052,1,100,Yes,F,Single,Yes,Blue Collar,High,Owner,South,2,5
Yes,Male,High school,192439,1,100,Yes,F,Married,No,Blue Collar,Medium,Owner,West,7,7
Yes,Male,Some College,0,1,100,No,E,Single,No,Sales/Service,Low,Renter,Northeast,9,5
Yes,Female,High school,280784,1,100,No,E,Single,No,Sales/Service,Medium,Owner,Northeast,2,5
Yes,Male,Bachelor,154408,26,35,Yes,C,Married,Yes,Others,Low,Renter,South,2,5
Yes,Male,High school,761528,36,45,Yes,C,Married,Yes,Professional,Medium,Owner,West,1,10
No,Female,Some College,150534,46,55,No,B,Married,No,Blue Collar,Medium,Owner,Midwest,3,2
No,Female,High school,218272,26,35,No,F,Single,Yes,Sales/Service,Low,Renter,West,2,5
Yes,Male,Bachelor,0,36,45,Yes,E,Single,No,Sales/Service,Low,Renter,South,3,6
Yes,Male,Graduated,4884497,56,65,Yes,B,Married,No,Professional,Low,Owner,South,1,12
No,Female,High school,0,56,65,Yes,B,Single,No,Sales/Service,Low,Owner,West,3,7
Yes,Female,Bachelor,386364,36,45,Yes,B,Married,Yes,Professional,Low,Owner,South,1,8
Yes,Female,Bachelor,358610,46,55,Yes,C,Married,Yes,Professional,Low,Renter,South,1,6
Yes,Male,Graduated,349890,1,100,No,C,Married,Yes,Sales/Service,Low,Owner,South,5,5
Yes,Male,High school,163434,26,35,Yes,C,Single,Yes,Professional,Low,Owner,Midwest,1,5
Yes,Female,Bachelor,724250,56,65,Yes,E,Single,Yes,Others,Low,Renter,Northeast,5,5
Yes,Male,Graduated,381872,26,35,Yes,C,Married,Yes,Professional,High,Owner,West,6,11
No,Female,Bachelor,880665,66,100,Yes,D,Single,No,Retired,Low,Owner,West,1,7
No,Male,Near high school,43359,56,65,No,G,Single,No,Blue Collar,Low,Renter,Northeast,8,2
Yes,Male,Graduated,80049,46,55,Yes,G,Married,Yes,Others,Low,Renter,South,9,4
Yes,Female,Bachelor,161334,56,65,Yes,E,Married,No,Professional,Low,Owner,South,2,6
Yes,Male,High school,71514,46,55,Yes,I,Married,No,Blue Collar,Low,Renter,Midwest,8,5
No,Female,Near high school,0,1,100,No,H,Single,No,Sales/Service,Low,Renter,South,3,2
No,Female,Bachelor,190890,66,100,Yes,D,Married,No,Retired,Low,Renter,West,5,5
Yes,Male,Graduated,297880,36,45,Yes,C,Married,Yes,Professional,Low,Owner,Midwest,1,9
Yes,Male,Some College,339682,56,65,No,B,Married,No,Professional,Medium,Owner,South,2,8
No,Female,High school,0,1,100,No,E,Married,No,Sales/Service,Low,Renter,Northeast,2,4
No,Female,Bachelor,1049702,1,100,Yes,A,Single,No,Professional,Low,Owner,West,7,6
Yes,Male,Graduated,0,36,45,No,B,Married,No,Professional,Low,Renter,Midwest,4,9
Yes,Male,Some College,190014,36,45,Yes,C,Married,Yes,Professional,Medium,Owner,Midwest,1,6
No,Male,Graduated,220136,66,100,Yes,E,Single,Yes,Retired,Medium,Owner,West,4,5
No,Male,Near high school,430550,1,100,No,F,Married,No,Sales/Service,High,Owner,South,8,5
Yes,Male,Some College,510520,1,100,Yes,C,Married,Yes,Sales/Service,High,Owner,Northeast,1,1
Yes,Male,Graduated,332395,36,45,Yes,B,Single,No,Sales/Service,Medium,Owner,Midwest,1,7
No,Female,Some College,0,1,100,Yes,J,Married,No,Sales/Service,Low,Owner,West,6,5
Yes,Male,High school,825740,56,65,Yes,B,Married,No,Sales/Service,High,Owner,West,2,5
No,Female,High school,258221,46,55,Yes,B,Married,No,Others,Low,Owner,Northeast,2,7
No,Male,High school,140904,56,65,Yes,F,Married,Yes,Sales/Service,Low,Owner,Midwest,1,5
No,Female,High school,144033,66,100,No,F,Single,Yes,Retired,Low,Owner,South,2,2
Yes,Male,Graduated,257185,26,35,Yes,C,Single,No,Professional,Low,Owner,South,1,6
No,Female,Graduated,510120,26,35,Yes,C,Single,No,Professional,High,Owner,West,2,6
Yes,Female,Bachelor,1794685,36,45,Yes,B,Single,Yes,Sales/Service,High,Owner,West,1,12
No,Male,Some College,197290,1,25,Yes,B,Single,No,Professional,Medium,Owner,Midwest,2,9
Yes,Male,Some College,778260,46,55,No,C,Married,Yes,Professional,High,Owner,South,1,10
No,Female,High school,40299,26,35,Yes,E,Married,Yes,Sales/Service,Low,Renter,West,5,4
No,Male,High school,0,1,100,Yes,E,Single,No,Blue Collar,Low,Owner,Midwest,8,5
No,Female,Bachelor,323648,26,35,No,C,Married,Yes,Sales/Service,Low,Owner,South,1,2
No,Female,Near high school,67631,1,100,No,G,Single,No,Blue Collar,Low,Owner,South,6,2
Yes,Male,High school,188079,26,35,No,F,Single,Yes,Sales/Service,Low,Owner,South,2,2
No,Male,Some College,235865,1,100,No,F,Married,Yes,Sales/Service,Low,Renter,South,1,2
Yes,Male,Near high school,0,1,100,Yes,G,Married,No,Professional,Low,Renter,West,7,4
No,Female,Bachelor,237540,46,55,Yes,C,Married,Yes,Professional,Low,Owner,Midwest,1,7
No,Female,Graduated,434910,56,65,No,D,Married,No,Retired,Low,Owner,South,1,7
Yes,Female,Bachelor,732929,46,55,Yes,B,Married,No,Professional,High,Owner,South,1,11
No,Male,Some College,0,1,100,No,H,Single,No,Professional,Low,Renter,South,3,3
No,Female,High school,0,26,35,No,J,Married,Yes,Blue Collar,Low,Owner,Midwest,7,2
No,Male,Near high school,70457,1,100,No,G,Single,Yes,Sales/Service,Low,Renter,Northeast,2,2
No,Female,High school,0,56,65,No,E,Single,Yes,Sales/Service,Low,Renter,South,5,4
No,Male,Near high school,58297,26,35,No,I,Single,Yes,Blue Collar,Low,Renter,South,5,4
Yes,Male,Bachelor,227428,46,55,Yes,B,Married,No,Professional,Low,Owner,Midwest,2,6
No,Female,High school,277426,56,65,Yes,B,Single,No,Retired,Low,Owner,Northeast,2,6
No,Male,Some College,267159,66,100,Yes,D,Married,No,Professional,Low,Owner,Northeast,1,6
Yes,Male,Bachelor,1040405,56,65,Yes,B,Single,No,Professional,Medium,Owner,West,2,7
Yes,Male,Bachelor,409186,36,45,Yes,C,Married,Yes,Professional,High,Owner,South,1,3
Yes,Female,Some College,173310,36,45,Yes,E,Single,Yes,Professional,Medium,Owner,South,2,6
No,Female,Bachelor,421939,26,35,Yes,E,Single,No,Professional,Medium,Owner,West,3,5
Yes,Male,High school,264052,56,65,Yes,E,Married,No,Blue Collar,Medium,Owner,Northeast,3,1
Yes,Male,Some College,45344,26,35,Yes,E,Single,Yes,Blue Collar,Low,Renter,Midwest,1,4
Yes,Male,Graduated,565383,56,65,Yes,B,Married,No,Professional,Medium,Owner,West,1,4
No,Female,Graduated,207448,66,100,Yes,E,Single,No,Professional,Low,Renter,Midwest,1,7
No,Male,Some College,0,36,45,Yes,J,Married,Yes,Blue Collar,Low,Owner,South,3,4
Yes,Male,Graduated,1371656,46,55,Yes,C,Married,Yes,Professional,High,Owner,South,1,12
Yes,Female,Some College,334651,36,45,Yes,E,Single,Yes,Sales/Service,Medium,Owner,South,2,6
Yes,Male,Bachelor,570801,26,35,Yes,B,Single,No,Professional,Low,Renter,West,3,5
Yes,Male,Bachelor,576090,36,45,No,C,Single,No,Professional,Low,Owner,Rest,1,9
No,Male,Near high school,190706,66,100,No,F,Single,No,Retired,Low,Owner,South,4,2
No,Female,High school,207045,66,100,No,D,Single,No,Retired,Low,Owner,Northeast,1,2
Yes,Female,Near high school,76605,26,35,No,F,Married,Yes,Professional,Low,Owner,South,3,6
No,Female,High school,238666,1,100,Yes,D,Single,No,Others,Low,Owner,South,3,3
No,Female,Some College,85238,1,100,No,G,Single,No,Sales/Service,Low,Owner,Northeast,9,3
No,Female,Some College,139703,36,45,Yes,A,Married,Yes,Sales/Service,Low,Renter,South,6,5
Yes,Female,Bachelor,407561,36,45,Yes,B,Married,Yes,Professional,High,Owner,South,3,8
Yes,Male,Graduated,0,1,100,Yes,A,Single,No,Blue Collar,Low,Renter,Midwest,1,3
Yes,Male,Unknown,191273,1,100,Yes,E,Single,Yes,Others,Medium,Owner,South,7,2
No,Male,Unknown,135410,1,100,No,G,Single,No,Others,Low,Renter,South,9,4
Yes,Male,Near high school,405480,46,55,Yes,B,Married,Yes,Blue Collar,High,Owner,West,1,4
Yes,Female,Some College,766662,36,45,Yes,E,Single,Yes,Professional,High,Owner,West,6,8
No,Female,Some College,326215,36,45,Yes,G,Married,Yes,Sales/Service,Low,Renter,South,4,5
No,Female,High school,0,66,100,No,H,Single,Yes,Retired,Low,Renter,Midwest,5,2
No,Male,Near high school,94840,1,100,Yes,D,Single,No,Sales/Service,Low,Owner,Midwest,3,4
No,Male,Bachelor,926064,46,55,Yes,C,Married,Yes,Blue Collar,High,Owner,Midwest,1,5
No,Male,Some College,255060,36,45,Yes,E,Single,Yes,Blue Collar,Low,Renter,South,4,6
No,Female,Near high school,134288,1,100,No,G,Single,Yes,Sales/Service,Low,Renter,South,3,4
Yes,Female,Graduated,831004,46,55,Yes,B,Married,No,Professional,High,Owner,West,1,12
Yes,Female,Some College,479600,46,55,No,B,Single,No,Others,Low,Renter,West,1,5
No,Female,Bachelor,334880,1,25,Yes,B,Single,No,Blue Collar,High,Owner,Midwest,2,8
No,Female,Graduated,0,66,100,Yes,A,Single,No,Retired,Low,Owner,South,3,5
No,Male,Near high school,101827,66,100,Yes,J,Married,No,Retired,Low,Owner,South,7,4
No,Female,High school,0,1,100,Yes,G,Single,No,Sales/Service,Low,Renter,Midwest,9,3
Yes,Female,High school,430332,56,65,Yes,B,Married,Yes,Professional,Low,Owner,Northeast,2,7
No,Male,Bachelor,850200,66,100,Yes,D,Married,No,Retired,Low,Owner,West,1,12
Yes,Male,Some College,704521,56,65,Yes,B,Married,Yes,Professional,Low,Renter,South,1,12
Yes,Male,Bachelor,72839,36,45,Yes,F,Single,No,Blue Collar,Low,Owner,Midwest,5,4
Yes,Male,Bachelor,490696,46,55,Yes,C,Married,Yes,Blue Collar,High,Owner,Northeast,2,7
No,Male,Some College,0,36,45,No,G,Married,Yes,Sales/Service,Low,Renter,South,8,3
No,Male,Some College,335720,26,35,Yes,A,Married,Yes,Sales/Service,High,Owner,West,1,5
No,Female,Bachelor,0,1,100,No,B,Single,No,Professional,Low,Owner,West,3,11
Yes,Male,Bachelor,197072,56,65,No,E,Single,No,Professional,Low,Owner,South,1,6
No,Female,High school,0,36,45,Yes,E,Married,Yes,Blue Collar,Low,Renter,Rest,3,2
No,Female,Some College,0,1,100,No,E,Single,Yes,Others,Low,Renter,South,8,1
No,Female,Graduated,1818937,1,100,Yes,B,Married,No,Professional,Low,Renter,West,1,12
No,Male,Near high school,283622,1,100,Yes,D,Single,No,Professional,Low,Owner,South,2,7
Yes,Female,High school,183283,26,35,Yes,C,Married,Yes,Blue Collar,Low,Owner,South,8,5
No,Female,Near high school,0,1,100,No,G,Single,Yes,Sales/Service,Low,Renter,West,9,4
No,Female,Near high school,1000000,1,100,No,G,Married,No,Professional,Low,Renter,West,6,3
No,Male,Bachelor,0,66,100,No,A,Married,No,Professional,Low,Renter,Midwest,2,4
No,Female,High school,0,66,100,Yes,I,Single,No,Retired,Low,Owner,Midwest,3,4
No,Female,High school,323686,66,100,Yes,D,Married,No,Retired,Low,Owner,West,3,4
Yes,Female,Some College,307543,36,45,Yes,E,Married,No,Sales/Service,High,Owner,Northeast,5,6
Yes,Male,Graduated,513172,46,55,Yes,B,Single,No,Blue Collar,High,Owner,Northeast,1,6
No,Male,Near high school,0,1,100,No,E,Single,No,Others,Low,Renter,South,9,4
Yes,Male,Bachelor,931950,56,65,Yes,C,Married,Yes,Professional,High,Owner,South,1,8
No,Male,Graduated,909496,26,35,Yes,B,Married,Yes,Professional,High,Owner,South,1,12
Yes,Male,Bachelor,635470,66,100,Yes,C,Single,Yes,Professional,High,Owner,South,2,7
No,Male,Near high school,136686,66,100,No,G,Married,No,Retired,Low,Renter,West,7,3
Yes,Female,Some College,249174,36,45,Yes,F,Single,Yes,Sales/Service,Low,Owner,West,5,3
No,Female,Near high school,0,26,35,No,G,Single,Yes,Sales/Service,Low,Renter,Northeast,7,3
No,Male,High school,91900,1,100,No,F,Single,No,Blue Collar,Low,Owner,West,9,4
No,Male,Some College,31931,26,35,Yes,J,Single,Yes,Blue Collar,Low,Renter,South,5,4
Yes,Male,Graduated,554810,1,100,Yes,A,Single,No,Professional,Low,Renter,Midwest,4,7
Yes,Male,Some College,686242,46,55,Yes,B,Married,No,Professional,Low,Owner,West,3,1
No,Female,High school,92162,56,65,Yes,G,Single,No,Professional,Low,Renter,Northeast,3,3
No,Female,Graduated,557208,36,45,Yes,E,Single,No,Professional,Low,Owner,West,7,5
Yes,Female,Bachelor,293242,56,65,No,B,Married,No,Professional,Medium,Owner,South,1,5
No,Female,Some College,221712,26,35,No,C,Married,Yes,Sales/Service,Low,Renter,South,3,5
Yes,Male,Near high school,0,66,100,Yes,I,Single,No,Retired,Low,Owner,Midwest,6,3
Yes,Female,Some College,448821,36,45,Yes,B,Married,Yes,Sales/Service,High,Owner,Northeast,1,10
No,Male,High school,0,1,100,No,E,Single,Yes,Sales/Service,Low,Renter,South,9,1
Yes,Male,Bachelor,104585,46,55,No,B,Single,No,Sales/Service,Low,Renter,Midwest,1,12
No,Female,Near high school,0,56,65,No,G,Single,No,Blue Collar,Low,Renter,West,4,2
No,Female,Graduated,1130112,1,100,Yes,B,Single,No,Sales/Service,High,Owner,West,1,12
No,Female,High school,106820,1,100,No,F,Married,No,Sales/Service,Low,Owner,Midwest,6,4
No,Male,High school,85772,1,25,No,E,Single,No,Sales/Service,Low,Renter,South,6,3
Yes,Female,High school,198271,26,35,Yes,C,Married,Yes,Others,Medium,Owner,West,6,5
No,Female,High school,167262,46,55,No,E,Married,No,Blue Collar,Low,Owner,West,7,3
No,Male,High school,0,46,55,No,J,Married,No,Sales/Service,Low,Owner,South,6,6
No,Female,Some College,134255,26,35,No,A,Single,No,Sales/Service,Low,Owner,Midwest,9,4
No,Female,Some College,147836,46,55,Yes,B,Married,No,Professional,Low,Renter,Midwest,1,5
Yes,Male,Some College,617158,46,55,No,G,Married,Yes,Blue Collar,Low,Renter,Northeast,2,5
Yes,Male,Graduated,313105,46,55,Yes,E,Married,No,Professional,High,Owner,South,7,2
Yes,Female,Some College,0,1,100,Yes,G,Single,No,Sales/Service,Low,Renter,South,9,3
No,Female,Some College,0,26,35,No,E,Single,No,Sales/Service,Low,Renter,South,9,7
Yes,Male,High school,291160,56,65,Yes,B,Single,No,Professional,High,Owner,West,4,9
Yes,Male,High school,305200,46,55,Yes,C,Married,Yes,Blue Collar,Low,Owner,South,1,6
No,Male,High school,556554,56,65,No,B,Married,No,Professional,High,Owner,West,1,7
Yes,Female,Bachelor,194671,36,45,Yes,E,Married,No,Sales/Service,Medium,Owner,Northeast,1,9
Yes,Female,Graduated,153211,56,65,Yes,C,Married,No,Professional,Low,Owner,Midwest,1,10
No,Female,High school,150202,26,35,Yes,J,Single,No,Sales/Service,Low,Owner,South,4,5
No,Male,Graduated,181223,66,100,Yes,D,Single,No,Retired,Low,Owner,Midwest,2,2
No,Male,Some College,492810,46,55,Yes,B,Married,Yes,Professional,Low,Owner,South,1,10
No,Female,Near high school,19075,26,35,Yes,G,Married,Yes,Sales/Service,Low,Renter,South,4,5
Yes,Female,High school,200124,46,55,Yes,E,Single,Yes,Sales/Service,Low,Owner,South,2,4
No,Female,High school,216796,56,65,No,E,Single,Yes,Professional,Low,Renter,West,1,6
No,Male,Graduated,183021,46,55,Yes,F,Married,Yes,Professional,Low,Owner,South,3,6
Yes,Male,High school,3075435,56,65,Yes,B,Married,Yes,Professional,High,Owner,West,6,3
Yes,Male,Some College,180754,26,35,Yes,F,Married,Yes,Professional,Low,Owner,Northeast,2,6
No,Male,Near high school,374981,46,55,Yes,C,Married,Yes,Professional,Medium,Owner,West,2,6
Yes,Female,High school,155216,56,65,Yes,I,Single,No,Professional,Low,Owner,West,2,4
No,Male,Some College,26160,1,100,Yes,J,Married,Yes,Blue Collar,Low,Owner,Northeast,4,6
No,Male,Some College,505378,36,45,Yes,C,Married,Yes,Sales/Service,Low,Renter,West,2,6
No,Female,High school,0,1,100,No,J,Single,Yes,Sales/Service,Low,Owner,South,7,6
